y_true_mm_yr,y_pred_mm_yr
1.8110915931577543,1.9171952994365602
1.124706803366361,1.3006013187856111
23.942938144158664,26.258806169233427
74.61103125651275,71.6776752907538
1.5340949608122185,1.4121763160323417
9.309146646774758,7.980500981042399
47.95753699208366,47.444175133178646
33.11718894255871,34.04299305804713
1.2024919806678114,1.2870988963826882
12.936435148347146,12.122996691070751
1.2801969882300008,0.9195925484080173
17.17760607326872,16.05659124826161
6.188330680744853,4.948883247986851
6.3117521703710295,5.252071960284594
42.67123454596429,38.62798199001542
10.896721334923265,10.597851953962154
35.97268164402537,33.291599323112614
4.956253956471095,5.09371420070332
8.550847374796481,9.9429892842299
9.633842254697518,10.234651429208819
36.65992206240829,39.482425390173645
2.820533007955279,4.073772587228284
9.590215312630871,8.842947243856946
8.4602816603431,8.994579858828892
5.6672307085845635,5.406245307435871
12.016745143806043,10.248136551135971
9.552712229188206,11.454625754370536
4.738893966283187,6.774957823471117
25.579459359811867,23.75287228082572
2.4613984409440195,1.9233264333625293
38.38754398080608,38.71215035880999
27.710386474645517,24.70745995496333
15.700802739282366,16.292801715476553
24.163569383498864,22.767476139518088
2.1945925938779527,1.8813002091079343
8.160329734333857,6.51696555669055
6.7457536357190975,7.095501698190068
4.0139459312338,4.163475492132371
3.3583119656094493,3.18088691376649
19.971072780555087,18.308433462634188
34.45680400117339,33.01512889154299
33.751789555072335,31.849153287195723
6.704537483849484,7.301562757439131
19.512710788666794,18.23821451420257
2.5831214238834312,2.746979918792791
3.395170578462084,4.016471192949703
15.604600347818646,14.376506905086726
19.978184795751343,20.007033195491715
5.699428650326811,5.457447141982415
11.360931840420017,7.7309584294067495
63.70783976003553,56.71496054115714
59.53103665744468,54.71784954834111
26.717684654331197,26.893922256957584
18.224462152315283,18.114308436329665
8.70906536193511,6.977129862018502
23.59838635651432,25.870006734745477
16.661664551305854,14.177419379056545
66.32317982207967,66.97063265517073
6.886741502619051,7.051169126907324
4.032037396579452,3.8378588993256932
9.609224909464825,9.02005234096983
50.31939882117443,51.31654953780451
64.2502758415721,63.63472705427837
0.7236381180797151,0.8177612753397487
7.674259553285432,7.825986180830973
38.426954475566525,36.0116360987517
27.580398267330267,27.369293322246364
3.6519065350163467,3.4910268743980173
18.660402199456335,18.846698724032326
9.833742167851385,6.8442254783162895
25.240614873042674,20.446758014816858
4.505854575057733,4.932773381183874
3.0280926490212936,3.119504406757559
4.386411780238056,4.81717116675273
12.039294153648317,8.508978301472537
8.700837929599817,10.898182635579518
31.51747191680594,32.34794613059413
10.995115569535372,11.29809731026746
4.127372887832387,4.84886384747078
13.62036189864572,13.458052295351605
11.733584929204659,6.9972132023741125
15.507820404042725,13.805350764821318
3.8083840850542585,3.985796893567174
20.738381570531544,16.66542681186582
2.869214876030872,3.127762734555723
5.468792008274898,6.2398809250729235
3.419024710111418,2.8985545196565754
6.9805436639902085,6.982502786154832
45.27860105784081,45.82474877487887
37.504719801764224,34.20292313370803
6.140831463085585,5.691288876165247
39.78567985842311,38.320839490214894
4.98248464502648,4.77875878265025
0.844555616908462,0.9523731769091894
2.151773780542563,2.4302928650892435
6.905104527036231,6.92928271625727
3.741142942032796,3.8387608252462644
26.522523512136875,27.09026873261478
26.946859853360703,26.806459362199465
5.623164156172638,4.976307830909576
21.054195385942954,22.9849190653295
4.188826380792618,4.495482138734733
3.196737761575037,2.9500628383209233
12.602116933850743,10.695400151395667
14.226418027170494,12.917688204035871
3.8365510556653284,4.573360254153037
14.617743606887664,15.20137914077359
8.997147483975962,9.413922265756884
2.9641950018854555,2.9516964182899894
4.654500068023736,4.4736544373717875
3.0729995105337347,3.465239030311541
3.527572573505411,3.710026962318228
7.4483046707880245,6.007095140049691
73.7975877173972,72.64213102229171
9.93877258351962,11.510674442086879
1.555995375886952,1.5854002398394895
10.04061843979531,10.412499437808053
9.48501268051832,9.226116475607093
2.2335538560934416,2.21909594359109
32.95572032643719,26.993759991064838
14.21906321011488,13.701581067088417
11.596183746980813,12.798502464415646
6.694551228907019,5.677606701454474
11.119988295254583,10.538759109036643
1.1411489291742893,1.1983227677513288
8.099716241249027,8.568714405082542
6.925328890165241,6.112440473199114
18.20937068314084,16.347007072656314
36.69703707751731,37.458620840477906
1.626242749562394,1.4468326942557401
32.15231957365349,32.30606171210216
3.0835239197961712,3.047791728670069
3.120240185579415,3.492037642338126
1.1647635270165002,1.3332409461590904
9.345803077335901,9.525849162695964
30.421972959417438,29.197129639168544
14.445550322930966,13.618442247243294
53.06825007573587,56.315822703691076
1.8027398066110543,2.0805422967617666
10.42014202653361,11.466433083666773
42.22482792067224,37.917956073011126
24.750992697200864,26.279897064000263
5.919583628419595,5.814348083320214
11.415523431645862,11.801878029584422
68.16332540097022,66.06301017047971
50.05539098396868,49.00703074589601
1.6861543250246203,2.5190365312870937
21.751698963628012,21.50578388192372
18.344800498382796,17.91328124547321
1.8989812871108167,1.8513177335295126
84.3435160482083,84.59864856754511
2.8249674022462297,3.3933530773980727
0.8403295143807943,1.150333880708831
14.877149679208198,16.256803732174706
3.9074637901548748,5.492706417075419
2.0439546775653428,1.9797573573601124
7.579906965046074,7.473884617931314
2.307013155284044,2.583235514718315
6.794630561552736,5.593044666013382
7.108301479244805,6.781268492279216
22.186307193409043,21.58605746131298
8.600952957314668,9.168114524231184
29.838527000167986,32.42124101592592
5.33476201915016,4.453026151512812
24.7658880218462,24.169825281472082
24.119612882232495,20.988197139752835
6.779448711738169,7.726800962913115
29.598568080454044,29.589115093750987
14.006708006045267,14.274981417601353
37.98629118786481,33.77236830828867
15.588759819818959,14.78520580242574
34.988263827810506,34.9823253575755
6.206107993729305,5.914579868755341
46.2225609533522,44.563083512932906
61.62006099571105,63.49329242111052
0.938195935885957,1.3288135032962853
10.490252445504547,10.707636770108802
3.7412679059791976,4.170165167900544
23.12732568739628,20.68801257953318
2.9302860689864514,3.810303172970303
1.8559154841159702,2.023148954798503
19.771519499644388,19.582297319699187
9.675212874493885,10.0560459474802
4.811619811814318,6.231628262842869
56.0507033336964,56.64826829766489
0.27109853304232795,0.29420088507047004
50.63533123327739,48.269955023717316
5.698265456959373,6.141882199282083
4.851966849952538,4.713624338211222
50.873707428638866,50.39216476305496
1.5199694431804718,1.9413367610012124
0.6611277150015125,0.8481390772256316
47.125198797285165,45.94117281004614
1.0665393636358822,0.9881225631189617
18.882282703939744,19.302235959095256
0.22883463569705287,0.26370426816340603
12.650859555687216,11.790264751580946
38.580737206378444,38.09783442366914
16.6248515102865,16.84020722211446
14.61887807257996,14.405906134018444
13.313582721038902,13.778675435125125
7.7690923496861055,7.888369047690268
6.713716866830755,6.798386011938479
3.2651227710193123,3.213602557670498
2.4015274385756094,2.2139649843939075
2.0995195793321155,1.9155093602207476
0.5342500352193791,0.7490905511832002
5.075273645497239,4.559389836729079
6.502515873946897,6.168947612810635
43.714814185651356,42.68585676527468
3.5425717765310454,3.695849095031906
35.006030465077636,34.043131738148006
1.1831917561699095,1.449459604411589
16.454699172660966,16.75906886460072
6.859258881389612,6.562920699598568
6.40854308275523,6.764613280290737
48.39542007120368,46.91851180297725
6.784937262199416,7.399526979085454
12.351076502478387,13.62604743698433
18.412506816759286,18.197869366362525
5.450272573354833,5.011153136488995
47.54484421435253,47.6986685478563
67.46287452986492,67.29436909582788
11.863079040033124,12.349494728892003
82.58488160199441,81.06114924748047
20.75021217703839,20.17194929823447
21.103589196766347,20.360672876936558
7.32050601454797,6.304782904252778
6.569455310464917,6.178995847138198
1.4655476898596422,1.187921559485442
74.4739677552657,66.20323189788665
4.0382794727919435,4.649491697747676
91.55579862049679,93.64324233200927
0.5320125134096538,0.7223698193945297
15.392584616638393,15.14469931218881
10.041632320728878,9.366440422347711
12.34306494139439,10.525161080740054
27.478460824027163,25.986049738248646
6.291925940340837,6.85966408337106
14.849430934713341,16.500831033868604
12.372758284463412,11.856795711205638
55.87459782755005,63.419260127687096
4.882457097753958,5.2557529827957605
2.415858535422791,1.9552428815001686
14.132674250462472,13.181788825354218
25.05065866625827,25.095574813235046
15.205144008617415,15.554680202196316
38.41614169275013,35.62114240306743
0.9047137185610227,0.9224463934188436
30.865150520770253,36.805040641736255
8.921609983995337,7.082383300796674
5.380244588454105,4.8173057173218465
1.5865461985541784,1.3161782933854052
11.545197852707005,10.624577903605328
30.13986236143414,25.517926117164958
2.133771626164223,1.9826769494370076
30.104420061296892,29.319492844837235
49.077734374530024,47.13592499979763
44.19209556568056,45.20934095092262
15.19211851918953,15.019197245572638
4.6306412450682,5.012332945861851
2.7982006882901946,2.5687557028171963
0.9601483527793653,0.9167315041076302
7.771614741714082,6.973627206630011
5.117661209384181,5.437578302731874
7.182952635340387,8.367141020834476
33.322678235145396,33.48049077632809
35.3130084992797,34.66694662470616
11.30855855428702,11.514999545294451
0.2050915407132739,0.2242588942651937
35.39786507175322,39.57791401954759
36.33620981659373,38.37381401284904
0.22566518055538437,0.22063642868109118
18.557915800132058,20.45321385871722
1.4992675941622853,1.4140929749804796
22.928993032722744,21.25198745608769
2.761455461224449,2.5976148890295696
14.177648394089223,13.354653765979858
31.939188339042364,32.924563208386516
9.237786778053334,9.374992761841131
23.032451624814346,20.996782911259448
2.757137769221318,2.5168500044269377
28.596728217964408,29.6437315108573
36.50510847757196,33.82248287697311
1.3696203905018811,2.2785319320468815
93.42270197081297,89.27709679936476
8.991006091871952,7.8639588033661845
7.32519932805149,8.264397467490856
4.572414732065991,4.933389789725624
1.6741403622334508,1.6116167572093745
6.933258935175368,7.273102001594535
2.6403012983944922,3.108808737147367
33.1987020580171,35.94139411915507
2.485291897085902,2.944375328774492
31.873223485548515,36.35254858567134
21.626907527729756,19.6225116602196
19.17725518252369,20.067873229839687
9.096941392157088,8.253108305543096
1.317234955929611,1.5671954276130526
5.791501176172288,6.491907310131114
5.82045986179664,5.283883501929712
26.663706875194077,27.07053036575809
